Code,Family,Species,Sex,Location,Total_body_length,Prosoma_length,Prosoma_width,Prosoma_height,Tibia_I_length,Fang_length
181,Linyphiidae,Savigniorrhipis_acoreensis,female,Azores,1.659,0.795,0.545,0.227,0.477,0.136
PC1PB,Liocranidae,Scotina_celans,female,Iberian Pen.,3.700,1.330,1.070,0.720,0.980,0.280
PC3PF,Liocranidae,Scotina_celans,female,Iberian Pen.,"3,65*",_,_,_,_,_
PS2PA,Liocranidae,Scotina_celans,female,Iberian Pen.,3.500,_,_,_,_,_
PC1PF,Liocranidae,Scotina_celans,female,Iberian Pen.,3.600,_,_,_,_,_
PO2PF,Liocranidae,Scotina_palliardii,male,Iberian Pen.,1.900,1.100,0.830,0.580,0.630,0.230
PO2PA,Liocranidae,Scotina_palliardii,female,Iberian Pen.,2.350,1.170,0.870,0.730,0.600,0.240
PP2PC,Liocranidae,Scotina_palliardii,female,Iberian Pen.,"2,2*",_,_,_,_,_
PC2PF,Gnaphosidae,Scotophaeus_blackwalli,male,Iberian Pen.,6.920,_,_,_,_,_
PS2B1D1,Gnaphosidae,Scotophaeus_blackwalli,male,Iberian Pen.,6.030,2.800,2.000,1.100,1.420,0.470
PM1A1N1,Gnaphosidae,Scotophaeus_blackwalli,male,Iberian Pen.,7.680,_,_,_,_,_
PS1A2N2,Gnaphosidae,Scotophaeus_blackwalli,male,Iberian Pen.,5.250,_,_,_,_,_
PC4B1N2,Gnaphosidae,Scotophaeus_blackwalli,male,Iberian Pen.,5.500,_,_,_,_,_
PC3B1D1,Gnaphosidae,Scotophaeus_blackwalli,female,Iberian Pen.,7.720,3.650,2.560,1.580,1.600,0.630
PS2A2N2,Gnaphosidae,Scotophaeus_validus,female,Iberian Pen.,5.930,2.690,1.940,0.740,1.050,0.420
PC3PC,Scytodidae,Scytodes_velutina,male,Iberian Pen.,3.660,1.870,1.570,_,_,_
PC3PE,Scytodidae,Scytodes_velutina,male,Iberian Pen.,3.740,1.960,1.860,0.970,2.370,0.130
PM1A2N2,Scytodidae,Scytodes_velutina,male,Iberian Pen.,3.310,1.840,1.630,_,_,_
PM1PE,Scytodidae,Scytodes_velutina,male,Iberian Pen.,_,1.960,1.120,_,_,_
PM1PG,Scytodidae,Scytodes_velutina,male,Iberian Pen.,3.530,1.920,1.640,_,_,_
PM1PH,Scytodidae,Scytodes_velutina,female,Iberian Pen.,4.760,2.580,1.920,1.150,2.300,0.130
PA2A1N1,Segestriidae,Segestria_bavarica,female,Iberian Pen.,11.420,3.690,2.520,1.090,3.280,0.950
PP4A2N1,Segestriidae,Segestria_bavarica,female,Iberian Pen.,10.200,3.920,2.490,_,_,_
PC3A2N1,Segestriidae,Segestria_florentina,female,Iberian Pen.,20.840,9.110,6.010,2.890,7.640,2.250
PA1PH,Segestriidae,Segestria_senoculata,male,Iberian Pen.,6.040,2.900,1.880,_,_,_
PA1PH,Segestriidae,Segestria_senoculata,male,Iberian Pen.,7.550,3.760,2.510,_,_,_
PP1PC,Segestriidae,Segestria_senoculata,male,Iberian Pen.,6.200,3.110,2.230,0.970,3.080,0.650
PP3A1N1,Segestriidae,Segestria_senoculata,male,Iberian Pen.,6.340,3.130,2.130,_,_,_
PP3A1N1,Segestriidae,Segestria_senoculata,male,Iberian Pen.,6.360,3.580,2.370,_,_,_
PA1G1N1,Segestriidae,Segestria_senoculata,female,Iberian Pen.,8.880,3.730,2.410,_,_,_
PA1PC,Segestriidae,Segestria_senoculata,female,Iberian Pen.,12.090,5.060,3.130,_,_,_
PO2A1N2,Segestriidae,Segestria_senoculata,female,Iberian Pen.,6.520,2.860,1.830,_,_,_
PP1G2D1,Segestriidae,Segestria_senoculata,female,Iberian Pen.,9.850,3.690,2.350,1.330,2.690,0.890
PP3A2N1,Segestriidae,Segestria_senoculata,female,Iberian Pen.,7.690,3.550,2.170,_,_,_
PC4PD,Zodariidae,Selamia_reticulata,male,Iberian Pen.,9.320,4.320,3.110,_,_,_
PC4PE,Zodariidae,Selamia_reticulata,male,Iberian Pen.,7.740,4.020,2.810,1.180,1.960,0.890
PM2PA,Zodariidae,Selamia_reticulata,male,Iberian Pen.,8.390,3.840,2.700,_,_,_
PS2PC,Zodariidae,Selamia_reticulata,male,Iberian Pen.,9.230,4.440,3.070,_,_,_
PS2PE,Zodariidae,Selamia_reticulata,male,Iberian Pen.,7.600,3.780,2.770,_,_,_
PM1PG,Zodariidae,Selamia_reticulata,female,Iberian Pen.,8.670,3.860,2.400,_,_,_
PM1PK,Zodariidae,Selamia_reticulata,female,Iberian Pen.,9.660,3.770,2.370,_,_,_
PM1PL,Zodariidae,Selamia_reticulata,female,Iberian Pen.,9.780,4.040,2.670,1.260,1.650,0.560
PM2PE,Zodariidae,Selamia_reticulata,female,Iberian Pen.,9.220,3.970,2.620,_,_,_
PS2PK,Zodariidae,Selamia_reticulata,female,Iberian Pen.,9.840,2.720,4.170,_,_,_
PC4PK,Gnaphosidae,Setaphis_carmeli,male,Iberian Pen.,5.000,2.180,1.500,0.950,1.350,0.380
PC4PC,Gnaphosidae,Setaphis_carmeli,female,Iberian Pen.,3.700,_,_,_,_,_
PC2PC,Gnaphosidae,Setaphis_carmeli,female,Iberian Pen.,4.050,_,_,_,_,_
PC3PA,Gnaphosidae,Setaphis_carmeli,female,Iberian Pen.,3.850,1.900,1.280,0.980,0.970,0.300
PC3PA,Gnaphosidae,Setaphis_carmeli,female,Iberian Pen.,3.350,_,_,_,_,_
PC3PA,Gnaphosidae,Setaphis_carmeli,female,Iberian Pen.,4.650,_,_,_,_,_
PC1S2D1,Theridiidae,Simitidion_simile,male,Iberian Pen.,1.910,0.900,0.790,_,_,_
PC4B1N1,Theridiidae,Simitidion_simile,male,Iberian Pen.,1.850,0.750,0.620,_,_,_
PC4B1N2,Theridiidae,Simitidion_simile,male,Iberian Pen.,1.590,0.800,0.670,_,_,_
PO2S1N1,Theridiidae,Simitidion_simile,male,Iberian Pen.,1.920,0.820,0.700,_,_,_
PO2S1N2,Theridiidae,Simitidion_simile,male,Iberian Pen.,1.700,0.730,0.660,0.250,0.540,0.130
PC1S1D1,Theridiidae,Simitidion_simile,female,Iberian Pen.,2.400,0.840,0.720,_,_,_
PC2S1D1,Theridiidae,Simitidion_simile,female,Iberian Pen.,2.200,0.800,0.750,0.210,1.500,0.110
PC4S2D1,Theridiidae,Simitidion_simile,female,Iberian Pen.,2.200,0.820,0.890,_,_,_
PP2S1N1,Theridiidae,Simitidion_simile,female,Iberian Pen.,2.410,0.890,0.790,_,_,_
PS1S1N1,Theridiidae,Simitidion_simile,female,Iberian Pen.,2.350,0.870,0.820,_,_,_
PA2A1N1,Salticidae,Hypositticus_pubescens,female,Iberian Pen.,5.980,2.190,1.710,1.110,0.690,0.350
5579,Pholcidae,Spermophorides_gomerensis,male,Canary Is.,2.000,0.680,0.770,0.140,3.410,0.080
11948B,Pholcidae,Spermophorides_gomerensis,male,Canary Is.,2.230,_,_,_,_,_
10599,Pholcidae,Spermophorides_gomerensis,male,Canary Is.,1.910,_,_,_,_,_
11491,Pholcidae,Spermophorides_gomerensis,male,Canary Is.,2.450,_,_,_,_,_
11491,Pholcidae,Spermophorides_gomerensis,male,Canary Is.,2.090,_,_,_,_,_
11948B,Pholcidae,Spermophorides_gomerensis,female,Canary Is.,2.320,0.640,0.820,0.180,3.410,0.090
13210,Pholcidae,Spermophorides_gomerensis,female,Canary Is.,1.860,_,_,_,_,_
5579,Pholcidae,Spermophorides_gomerensis,female,Canary Is.,2.050,_,_,_,_,_
11948B,Pholcidae,Spermophorides_gomerensis,female,Canary Is.,2.360,_,_,_,_,_
11948B,Pholcidae,Spermophorides_gomerensis,female,Canary Is.,2.410,_,_,_,_,_
2118,Pholcidae,Spermophorides_heterogibbifera,male,Canary Is.,2.059,_,_,_,_,_
2006,Pholcidae,Spermophorides_heterogibbifera,male,Canary Is.,1.882,_,_,_,_,_
2007,Pholcidae,Spermophorides_heterogibbifera,male,Canary Is.,1.824,_,_,_,_,_
2008,Pholcidae,Spermophorides_heterogibbifera,male,Canary Is.,2.118,_,_,_,_,_
2009,Pholcidae,Spermophorides_heterogibbifera,male,Canary Is.,1.941,_,_,_,_,_
2010,Pholcidae,Spermophorides_heterogibbifera,male,Canary Is.,2.059,_,_,_,_,_
2012,Pholcidae,Spermophorides_heterogibbifera,male,Canary Is.,2.000,0.647,0.765,0.059,3.118,0.076
2013,Pholcidae,Spermophorides_heterogibbifera,female,Canary Is.,1.882,0.647,0.765,0.059,3.529,0.091
2016,Pholcidae,Spermophorides_heterogibbifera,female,Canary Is.,2.706,_,_,_,_,_
2014,Pholcidae,Spermophorides_mercedes,male,Canary Is.,2.059,_,_,_,_,_
127,Theridiidae,Steatoda_grossa,male,Azores,8.929,4.529,3.529,1.471,4.765,1.088
127,Theridiidae,Steatoda_grossa,male,Azores,8.714,4.235,3.471,1.176,4.647,0.882
127,Theridiidae,Steatoda_grossa,female,Azores,6.765,2.647,2.412,1.118,3.059,0.471
127,Theridiidae,Steatoda_grossa,female,Azores,5.824,1.824,1.529,0.647,2.059,0.324
11945,Theridiidae,Steatoda_grossa,female,Canary Is.,9.180,_,_,_,_,_
14636,Theridiidae,Steatoda_grossa,female,Canary Is.,9.090,_,_,_,_,_
2766,Theridiidae,Steatoda_grossa ,female,Canary Is.,11.000,3.182,3.273,0.909,5.000,0.593
818,Theridiidae,Steatoda_nobilis,male,Canary Is.,7.643,3.643,2.714,0.929,4.143,0.705
1046,Theridiidae,Steatoda_nobilis,male,Canary Is.,5.643,2.571,2.000,0.714,3.214,0.500
4414,Theridiidae,Steatoda_nobilis,male,Canary Is.,11.364,4.214,3.571,1.000,5.071,0.727
4414,Theridiidae,Steatoda_nobilis,male,Canary Is.,8.857,3.714,3.000,0.857,4.571,0.568
4414,Theridiidae,Steatoda_nobilis,male,Canary Is.,7.929,3.071,2.500,0.786,3.571,0.455
506,Theridiidae,Steatoda_nobilis,female,Canary Is.,8.929,3.643,3.071,0.714,4.071,0.659
2307,Theridiidae,Steatoda_nobilis,female,Canary Is.,9.357,3.929,3.357,1.000,4.714,0.727
4274,Theridiidae,Steatoda_nobilis,female,Canary Is.,11.091,3.857,3.500,0.929,4.929,0.886
4274,Theridiidae,Steatoda_nobilis,female,Canary Is.,7.571,2.929,2.357,0.714,3.643,0.591
4414,Theridiidae,Steatoda_nobilis,female,Canary Is.,7.571,3.286,2.643,0.857,4.143,0.545
APA0391,Theridiidae,Steatoda_sp.,female,Canary Is.,9.090,_,_,_,_,_
CED0088,Theridiidae,Steatoda_sp.,female,Canary Is.,9.640,_,_,_,_,_
12284,Theridiidae,Steatoda_sp.,female,Canary Is.,10.270,2.910,3.000,0.730,4.640,0.530
11832,Theridiidae,Steatoda_sp.,female,Canary Is.,10.270,_,_,_,_,_
11166,Theridiidae,Steatoda_sp.,female,Canary Is.,10.450,_,_,_,_,_
PO2A2N1,Theridiidae,Steatoda_triangulosa,male,Iberian Pen.,4.670,2.220,1.790,0.580,2.590,0.220
PP3PD,Linyphidae,Stemonyphantes_lineatus,female,Iberian Pen.,4.320,2.010,1.600,0.620,_,0.450
PC1B1D1,Linyphidae,Styloctetor_romanus,female,Iberian Pen.,2.090,0.930,0.760,_,_,_
PM2S2D1,Linyphidae,Styloctetor_romanus,female,Iberian Pen.,2.110,0.950,0.750,0.340,0.570,0.170
PC4S1D1,Thomisidae,Synema_globosum,male,Iberian Pen.,5.410,2.270,2.130,_,_,_
PO1S2D1,Thomisidae,Synema_globosum,male,Iberian Pen.,2.760,1.320,1.270,_,_,_
PO2S1N2,Thomisidae,Synema_globosum,male,Iberian Pen.,3.510,1.720,1.600,0.640,1.260,0.240
PO2S2D1,Thomisidae,Synema_globosum,male,Iberian Pen.,3.780,1.740,1.670,_,_,_
PC4B1D1,Thomisidae,Synema_globosum,female,Iberian Pen.,5.450,2.280,2.130,_,_,_
PC4S1D1,Thomisidae,Synema_globosum,female,Iberian Pen.,3.580,1.670,1.650,_,_,_
PC4S1N1,Thomisidae,Synema_globosum,female,Iberian Pen.,5.950,2.650,2.420,1.240,1.170,0.310
PC4S2D1,Thomisidae,Synema_globosum,female,Iberian Pen.,6.310,2.210,2.050,_,_,_
PO2S2D1,Thomisidae,Synema_globosum,female,Iberian Pen.,4.520,1.940,1.760,_,_,_
PM1PG,Hersiliidae,Tama_edwardsi,male,Iberian Pen.,4.130,2.000,2.050,1.480,3.320,0.200
PM1PG,Hersiliidae,Tama_edwardsi,female,Iberian Pen.,3.330,1.540,1.640,1.080,3.360,0.150
PO1PA,Linyphidae,Tapinocyba_affinis,male,Iberian Pen.,_,0.730,0.560,_,_,_
PO1PD,Linyphidae,Tapinocyba_affinis,male,Iberian Pen.,1.400,0.770,0.560,0.350,0.400,0.160
PO1PI,Linyphidae,Tapinocyba_affinis,male,Iberian Pen.,_,0.650,0.520,_,_,_
PO1PK,Linyphidae,Tapinocyba_affinis,male,Iberian Pen.,1.360,0.740,0.560,_,_,_
PP1PF,Linyphidae,Tapinocyba_mitis,male,Iberian Pen.,_,0.700,0.550,_,_,_
PP4PL,Linyphidae,Tapinocyba_mitis,male,Iberian Pen.,_,0.610,0.470,0.270,_,0.120
39S,Agelenidae,Tegenaria_domestica,male,Madeira,8.000,3.857,3.000,1.071,4.071,0.886
S02,Agelenidae,Tegenaria_domestica,female,Madeira,8.643,3.786,2.857,1.000,3.429,0.932
2559,Agelenidae,Tegenaria_pagana,male,Canary Is.,7.471,3.647,2.882,0.864,4.529,0.697
2889,Agelenidae,Tegenaria_pagana,male,Canary Is.,6.143,2.643,2.071,0.471,_,0.588
2895,Agelenidae,Tegenaria_pagana,male,Canary Is.,7.500,3.429,2.714,0.706,4.071,0.824
2908,Agelenidae,Tegenaria_pagana,male,Canary Is.,5.000,2.500,1.857,0.471,_,0.588
3683,Agelenidae,Tegenaria_pagana,male,Canary Is.,8.706,3.706,2.765,0.909,_,0.909
3872,Agelenidae,Tegenaria_pagana,female,Canary Is.,8.412,3.412,2.588,0.864,3.647,0.818
1467,Agelenidae,Tegenaria_pagana,female,Canary Is.,5.412,2.412,1.706,0.591,2.412,0.455
2901,Agelenidae,Tegenaria_pagana,female,Canary Is.,8.714,3.214,2.429,0.588,3.429,0.824
2905,Agelenidae,Tegenaria_pagana,female,Canary Is.,7.571,3.214,2.429,0.647,3.286,0.882
4672,Linyphiidae,Tenuiphantes_canariensis,male,Canary Is.,1.971,0.853,0.735,0.294,1.353,0.167
4672,Linyphiidae,Tenuiphantes_canariensis,male,Canary Is.,1.765,0.824,0.735,0.294,1.294,0.167
4672,Linyphiidae,Tenuiphantes_canariensis,male,Canary Is.,1.618,0.706,0.647,0.265,1.059,0.121
4672,Linyphiidae,Tenuiphantes_canariensis,male,Canary Is.,1.735,0.824,0.706,0.235,1.294,0.182
4672,Linyphiidae,Tenuiphantes_canariensis,male,Canary Is.,2.059,0.912,0.765,0.294,1.294,0.167
3051,Linyphiidae,Tenuiphantes_canariensis,female,Canary Is.,1.794,0.706,0.676,0.206,1.059,0.152
3051,Linyphiidae,Tenuiphantes_canariensis,female,Canary Is.,1.941,0.824,0.824,0.294,1.324,0.167
4672,Linyphiidae,Tenuiphantes_canariensis,female,Canary Is.,1.500,0.647,0.676,0.147,0.941,0.121
4672,Linyphiidae,Tenuiphantes_canariensis,female,Canary Is.,1.882,0.706,0.765,0.235,1.000,0.167
4672,Linyphiidae,Tenuiphantes_canariensis,female,Canary Is.,1.647,0.647,0.618,0.176,0.824,0.121
PA1G1N1,Linyphidae,Tenuiphantes_flavipes,male,Iberian Pen.,1.890,0.880,0.700,_,_,_
PA2S1N2,Linyphidae,Tenuiphantes_flavipes,male,Iberian Pen.,1.700,0.840,0.720,_,_,_
PO1PA,Linyphidae,Tenuiphantes_flavipes,male,Iberian Pen.,1.830,0.800,0.660,0.310,1.050,0.170
PO1PD,Linyphidae,Tenuiphantes_flavipes,male,Iberian Pen.,2.860,1.000,1.220,_,_,_
PP2B2D1,Linyphidae,Tenuiphantes_flavipes,male,Iberian Pen.,1.780,0.850,0.710,_,_,_
PA1A2N2,Linyphidae,Tenuiphantes_flavipes,female,Iberian Pen.,2.260,0.990,0.820,_,_,_
PA1PC,Linyphidae,Tenuiphantes_flavipes,female,Iberian Pen.,_,0.840,0.710,_,_,_
PA1PH,Linyphidae,Tenuiphantes_flavipes,female,Iberian Pen.,2.390,0.830,0.670,_,_,_
PA1PH,Linyphidae,Tenuiphantes_flavipes,female,Iberian Pen.,2.140,0.900,0.760,_,_,_
PO2A2N1,Linyphidae,Tenuiphantes_flavipes,female,Iberian Pen.,2.110,0.910,0.730,0.280,0.950,0.170
PO1PA,Linyphidae,Tenuiphantes_herbicola,male,Iberian Pen.,1.430,0.690,0.500,_,_,_
PO1PF,Linyphidae,Tenuiphantes_herbicola,male,Iberian Pen.,_,0.810,0.630,0.260,_,0.180
2,Linyphiidae,Tenuiphantes_miguelensis,male,Azores,1.912,0.941,0.794,0.265,1.353,0.227
2,Linyphiidae,Tenuiphantes_miguelensis,male,Azores,1.853,0.912,0.794,0.235,1.382,0.227
2,Linyphiidae,Tenuiphantes_miguelensis,male,Azores,1.794,0.912,0.794,0.235,1.441,0.242
2,Linyphiidae,Tenuiphantes_miguelensis,male,Azores,1.824,0.853,0.765,0.206,1.412,0.212
2,Linyphiidae,Tenuiphantes_miguelensis,male,Azores,1.882,0.882,0.794,0.235,1.324,0.212
2,Linyphiidae,Tenuiphantes_miguelensis,female,Azores,2.235,1.000,0.853,0.294,_,0.273
2,Linyphiidae,Tenuiphantes_miguelensis,female,Azores,2.441,1.235,1.029,0.412,2.118,0.348
2,Linyphiidae,Tenuiphantes_miguelensis,female,Azores,2.353,1.000,0.912,0.324,1.353,0.288
2,Linyphiidae,Tenuiphantes_miguelensis,female,Azores,2.294,1.000,0.912,0.235,1.353,0.273
2,Linyphiidae,Tenuiphantes_miguelensis,female,Azores,1.971,0.941,0.794,0.206,1.235,0.242
S02,Linyphiidae,Tenuiphantes_tenebricoloides,male,Madeira,2.741,1.185,0.963,0.259,1.037,0.258
S02,Linyphiidae,Tenuiphantes_tenebricoloides,female,Madeira,3.370,1.333,1.074,0.370,1.630,0.288
21,Linyphiidae,Tenuiphantes_tenuis,male,Azores,2.074,0.926,0.704,0.259,1.148,0.197
PC1B2D1,Linyphidae,Tenuiphantes_tenuis,male,Iberian Pen.,2.050,0.950,0.770,_,_,_
PC2B1N2,Linyphidae,Tenuiphantes_tenuis,male,Iberian Pen.,1.750,0.850,0.690,_,_,_
PM1PA,Linyphidae,Tenuiphantes_tenuis,male,Iberian Pen.,2.220,1.030,0.820,0.410,1.160,0.180
PO1B1N1,Linyphidae,Tenuiphantes_tenuis,male,Iberian Pen.,_,0.950,0.790,_,_,_
PS2B1N2,Linyphidae,Tenuiphantes_tenuis,male,Iberian Pen.,_,0.940,0.760,_,_,_
21,Linyphiidae,Tenuiphantes_tenuis,male,Azores,2.407,0.926,0.667,0.259,1.185,0.182
21,Linyphiidae,Tenuiphantes_tenuis,male,Azores,2.259,0.926,0.741,0.259,1.259,0.197
21,Linyphiidae,Tenuiphantes_tenuis,male,Azores,2.296,0.926,0.704,0.259,1.259,0.182
21,Linyphiidae,Tenuiphantes_tenuis,male,Azores,2.333,0.926,0.741,0.259,1.296,0.182
PC1PD,Linyphidae,Tenuiphantes_tenuis,female,Iberian Pen.,2.070,1.030,0.870,_,_,_
PC2PD,Linyphidae,Tenuiphantes_tenuis,female,Iberian Pen.,2.090,0.900,0.860,_,_,_
PC2PE,Linyphidae,Tenuiphantes_tenuis,female,Iberian Pen.,2.030,0.950,0.770,_,_,_
PM2B1N1,Linyphidae,Tenuiphantes_tenuis,female,Iberian Pen.,2.120,0.970,0.810,_,_,_
PS2S1N1,Linyphidae,Tenuiphantes_tenuis,female,Iberian Pen.,2.620,1.080,0.830,0.420,1.180,0.200
21,Linyphiidae,Tenuiphantes_tenuis,female,Azores,2.815,1.037,0.815,0.296,1.296,0.212
21,Linyphiidae,Tenuiphantes_tenuis,female,Azores,2.667,1.000,0.815,0.296,1.259,0.227
21,Linyphiidae,Tenuiphantes_tenuis,female,Azores,2.556,0.963,0.778,0.333,1.222,0.212
21,Linyphiidae,Tenuiphantes_tenuis,female,Azores,2.704,1.000,0.815,0.296,1.259,0.227
21,Linyphiidae,Tenuiphantes_tenuis,female,Azores,2.593,0.963,0.741,0.296,1.222,0.212
PC4A1N1,Tetragnathidae,Tetragnatha_extensa,male,Iberian Pen.,5.490,2.530,1.670,0.520,4.090,1.600
PC4S1D1,Tetragnathidae,Tetragnatha_extensa,male,Iberian Pen.,8.120,2.790,1.800,_,_,_
PC1A1N2,Tetragnathidae,Tetragnatha_extensa,female,Iberian Pen.,6.430,2.530,1.720,_,_,_
PC4A1N1,Tetragnathidae,Tetragnatha_extensa,female,Iberian Pen.,8.230,2.620,1.800,_,_,_
PC4A2N1,Tetragnathidae,Tetragnatha_extensa,female,Iberian Pen.,6.740,2.590,1.780,3.470,4.950,1.260
PC4S1D1,Tetragnathidae,Tetragnatha_extensa,female,Iberian Pen.,5.960,2.570,1.650,_,_,_
PP4S1N1,Tetragnathidae,Tetragnatha_montana,male,Iberian Pen.,6.000,2.390,1.660,0.430,6.970,1.400
PP4B1N1,Tetragnathidae,Tetragnatha_montana,female,Iberian Pen.,6.960,2.380,1.550,_,_,_
PP4S2D1,Tetragnathidae,Tetragnatha_montana,female,Iberian Pen.,6.100,2.210,1.610,0.390,5.400,0.880
PP2A2N1,Tetragnathidae,Tetragnatha_obtusa,male,Iberian Pen.,4.680,1.900,1.370,_,_,_
PP2B1N1,Tetragnathidae,Tetragnatha_obtusa,male,Iberian Pen.,4.090,1.730,1.320,_,_,_
PP2B1N2,Tetragnathidae,Tetragnatha_obtusa,male,Iberian Pen.,4.160,1.440,1.830,_,_,_
PP2S1N2,Tetragnathidae,Tetragnatha_obtusa,male,Iberian Pen.,4.670,1.910,1.470,0.360,5.160,1.190
PP4B1N2,Tetragnathidae,Tetragnatha_obtusa,male,Iberian Pen.,4.300,1.890,1.460,_,_,_
PP2B2D1,Tetragnathidae,Tetragnatha_obtusa,female,Iberian Pen.,3.610,1.680,1.340,_,_,_
PP2S1D1,Tetragnathidae,Tetragnatha_obtusa,female,Iberian Pen.,3.670,1.660,1.210,_,_,_
PP4A1N1,Tetragnathidae,Tetragnatha_obtusa,female,Iberian Pen.,3.730,1.690,1.350,0.300,3.640,0.600
PP4A1N1,Tetragnathidae,Tetragnatha_obtusa,female,Iberian Pen.,4.800,2.040,1.520,_,_,_
PP4A2N2,Tetragnathidae,Tetragnatha_obtusa,female,Iberian Pen.,2.190,1.000,0.820,_,_,_
PP3A1N1,Tetragnathidae,Tetragnatha_pinicola,female,Iberian Pen.,4.210,1.610,1.210,_,_,_
PS2PI,Agelenidae,Textrix_caudata,male,Iberian Pen.,7.214,3.429,2.143,0.786,2.143,0.682
PS2A1N2,Agelenidae,Textrix_caudata,male,Iberian Pen.,8.571,4.000,2.643,0.929,2.643,0.750
PS2PJ,Agelenidae,Textrix_caudata,male,Iberian Pen.,8.071,3.929,2.500,0.857,2.500,0.682
PS1A2N1,Agelenidae,Textrix_caudata,male,Iberian Pen.,8.286,3.929,2.500,0.714,2.429,0.705
PS1A2N2,Agelenidae,Textrix_caudata,female,Iberian Pen.,10.286,4.214,2.643,0.857,2.071,0.682
PS1A2N2,Agelenidae,Textrix_caudata,female,Iberian Pen.,9.786,4.071,2.500,0.786,2.071,0.682
PP1A1N1,Agelenidae,Textrix_denticulata,male,Iberian Pen.,6.182,2.818,1.727,0.591,1.455,0.545
PP1A1N1,Agelenidae,Textrix_denticulata,male,Iberian Pen.,5.773,2.818,1.727,0.591,1.545,0.500
PA2A1N1,Agelenidae,Textrix_denticulata,male,Iberian Pen.,5.818,3.045,1.909,0.591,1.636,0.500
PA1PB,Agelenidae,Textrix_denticulata,male,Iberian Pen.,5.545,2.591,1.591,0.455,1.455,0.409
PP1A1N2,Agelenidae,Textrix_denticulata,female,Iberian Pen.,8.636,3.091,2.000,0.591,1.409,0.568
PP2A1N2,Agelenidae,Textrix_denticulata,female,Iberian Pen.,6.091,2.909,1.864,0.545,1.409,0.477
PA2A1N2,Agelenidae,Textrix_denticulata,female,Iberian Pen.,7.182,2.864,1.818,0.636,1.409,0.659
PA2A1N2,Agelenidae,Textrix_denticulata,female,Iberian Pen.,6.955,2.818,1.818,0.636,1.364,0.591
PA2A1N2,Agelenidae,Textrix_denticulata,female,Iberian Pen.,6.318,2.909,1.864,0.636,1.409,0.568
PM2PE,Agelenidae,Textrix_pinicola,male,Iberian Pen.,6.571,3.214,2.286,0.500,2.071,0.568
PM2A2N1,Agelenidae,Textrix_pinicola,male,Iberian Pen.,8.429,3.857,2.500,0.714,2.286,0.568
PM2PD,Agelenidae,Textrix_pinicola,male,Iberian Pen.,6.929,3.071,1.857,0.714,2.286,0.636
PM1PC,Agelenidae,Textrix_pinicola,male,Iberian Pen.,6.857,3.143,2.143,0.571,1.929,0.568
PM1PC,Agelenidae,Textrix_pinicola,male,Iberian Pen.,7.143,3.286,2.071,0.500,2.000,0.545
PM2A1N2,Agelenidae,Textrix_pinicola,female,Iberian Pen.,6.357,3.071,1.929,0.571,1.714,0.568
PS2S1N1,Philodromidae,Thanatus_atratus,male,Iberian Pen.,4.470,_,_,_,_,_
PS1PH,Philodromidae,Thanatus_atratus,male,Iberian Pen.,4.880,3.460,2.080,1.720,1.760,0.300
PS1PK,Philodromidae,Thanatus_atratus,male,Iberian Pen.,4.410,_,_,_,_,_
PS1PL,Philodromidae,Thanatus_atratus,male,Iberian Pen.,5.000,_,_,_,_,_
PS2PL,Philodromidae,Thanatus_atratus,male,Iberian Pen.,4.970,_,_,_,_,_
PS1PK,Philodromidae,Thanatus_atratus,female,Iberian Pen.,5.040,_,_,_,_,_
PS1PL,Philodromidae,Thanatus_atratus,female,Iberian Pen.,5.600,_,_,_,_,_
PS2PC,Philodromidae,Thanatus_atratus,female,Iberian Pen.,4.840,_,_,_,_,_
PS2S1N1,Philodromidae,Thanatus_atratus,female,Iberian Pen.,5.440,2.660,2.480,1.600,1.750,0.320
PS2S1N2,Philodromidae,Thanatus_atratus,female,Iberian Pen.,7.040,_,_,_,_,_
PS2S1D1,Philodromidae,Thanatus_oblongiusculus,male,Iberian Pen.,3.600,_,_,_,_,_
PS2S1N1,Philodromidae,Thanatus_oblongiusculus,male,Iberian Pen.,3.840,1.670,1.530,1.030,2.500,0.220
PS2A2N2,Philodromidae,Thanatus_oblongiusculus,female,Iberian Pen.,3.540,1.530,1.570,0.920,2.470,0.220
PS2S1N1,Philodromidae,Thanatus_oblongiusculus,female,Iberian Pen.,4.000,_,_,_,_,_
PC3PC,Philodromidae,Thanatus_vulgaris,male,Iberian Pen.,4.940,_,_,_,_,_
PC3PC,Philodromidae,Thanatus_vulgaris,male,Iberian Pen.,4.630,2.430,2.000,1.680,2.000,0.300
PC3PG,Philodromidae,Thanatus_vulgaris,male,Iberian Pen.,4.500,_,_,_,_,_
PC3PG,Philodromidae,Thanatus_vulgaris,male,Iberian Pen.,4.000,_,_,_,_,_
PC3PI,Philodromidae,Thanatus_vulgaris,male,Iberian Pen.,5.190,_,_,_,_,_
PC3PA,Philodromidae,Thanatus_vulgaris,female,Iberian Pen.,5.130,2.300,2.200,1.730,1.880,0.300
PC4S2D1,Philodromidae,Thanatus_vulgaris,female,Iberian Pen.,5.880,_,_,_,_,_
PO1PD,Linyphidae,Theonina_cornix,male,Iberian Pen.,_,0.760,0.600,_,_,_
PP4PC,Linyphidae,Theonina_cornix,male,Iberian Pen.,_,0.760,0.650,_,_,_
